CodigoNacional;NombreEstacion;Latitud;Altura;Año;Mes;Dia;SumaDiaria
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;01;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;02;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;03;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;04;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;05;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;06;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;07;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;08;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;09;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;10;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;11;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;12;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;13;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;14;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;15;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;16;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;17;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;18;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;19;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;20;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;21;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;22;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;23;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;09;24;0.0
